legacy_url,new_url,status,reason
"https://schillingspartners.com/news/schillings-retains-band-1-ranking-in-the-the-legal-500-uk-2024-guide-for-reputation-management","https://schillingspartners.com/news/schillings-retains-band-1-ranking-in-the-the-legal-500-uk-2024-guide-for-reputation-management/","301","news-migration"
"https://schillingspartners.com/news/schillings-retains-prestigious-ranking-for-intelligence-investigations-in-chambers-2022","https://schillingspartners.com/news/schillings-retains-prestigious-ranking-for-intelligence-investigations-in-chambers-2022/","301","news-migration"
"https://schillingspartners.com/news/schillings-retains-top-rankings-in-chambers-and-legal-500-for-2026","https://schillingspartners.com/news/schillings-retains-top-rankings-in-chambers-and-legal-500-for-2026/","301","news-migration"
"https://schillingspartners.com/news/schillings-wins-gold-at-citywealth-magic-circle-awards","https://schillingspartners.com/news/schillings-wins-gold-at-citywealth-magic-circle-awards/","301","news-migration"
"https://schillingspartners.com/news/seventeen-schillings-partners-recognised-in-spears-reputation-indices-2026","https://schillingspartners.com/news/seventeen-schillings-partners-recognised-in-spears-reputation-indices-2026/","301","news-migration"
"https://schillingspartners.com/news/sextortion-recognise-the-risks","https://schillingspartners.com/news/sextortion-recognise-the-risks/","301","news-migration"
"https://schillingspartners.com/news/sophisticated-reputation-management-for-family-businesses","https://schillingspartners.com/news/sophisticated-reputation-management-for-family-businesses/","301","news-migration"
"https://schillingspartners.com/news/succession-planning-mitigating-managing-risks","https://schillingspartners.com/news/succession-planning-mitigating-managing-risks/","301","news-migration"
"https://schillingspartners.com/news/the-bbc-apologises-to-sir-james-dyson","https://schillingspartners.com/news/the-bbc-apologises-to-sir-james-dyson/","301","news-migration"
"https://schillingspartners.com/news/the-big-green-2021-risk-you-might-not-notice-until-its-too-late","https://schillingspartners.com/news/the-big-green-2021-risk-you-might-not-notice-until-its-too-late/","301","news-migration"
"https://schillingspartners.com/news/the-digital-matrix-building-resilient-reputations-in-the-age-of-ai","https://schillingspartners.com/news/the-digital-matrix-building-resilient-reputations-in-the-age-of-ai/","301","news-migration"
"https://schillingspartners.com/news/the-fake-news-pandemic-and-how-to-handle-it","https://schillingspartners.com/news/the-fake-news-pandemic-and-how-to-handle-it/","301","news-migration"
"https://schillingspartners.com/news/the-fake-vaccine-scam-and-how-to-spot-it","https://schillingspartners.com/news/the-fake-vaccine-scam-and-how-to-spot-it/","301","news-migration"
